Thorlabs Beam
Version: 9.1.5787.560
Date d/MM/yyyy	29/11/2024
Time h:mm:ss AP	11:48:54 AM

Device: 	BC106N-VIS
S/N: 	M00452329

Device	BC106N-VIS
Serial Number	M00452329

Attenuation	[dB]	0
Exposure Time	[ms]	2.509
Gain		1

Wavelength	[nm]	635

Measurement	Time [hh:mm:ss:zzz]	BeamWidth4SigmaX2[µm]	BeamWidth4SigmaY2[µm]	AzimuthAngle4Sigma[°]	Ellipticity4Sigma[%]	PeakPositionX[µm]	PeakPositionY[µm]	CentroidPositionX[µm]	CentroidPositionY[µm]	ImageSat[%]	TotalPower[dBm]	Ellipticity[%]	EllipseDiameterMin[µm]	EllipseDiameterMax[µm]	Orientation[deg]	
906	12:03:59.820	1649.18	1757.65	-24.03	93.83	-2505.82	790.12	-2352.18	459.96	55.19	-44.55	--	--	--	0.00	
907	12:04:00.828	1642.40	1749.86	-18.48	93.86	-2492.92	738.52	-2357.39	464.23	58.36	-44.55	70.69	624.73	883.79	54.52	
908	12:04:01.816	1651.43	1758.81	-37.36	93.89	-2080.12	274.12	-2320.87	436.79	61.14	-44.45	--	--	--	0.00	
909	12:04:02.820	1647.91	1761.16	-25.76	93.57	-2492.92	738.52	-2350.42	457.17	55.59	-44.54	--	--	--	0.00	
910	12:04:03.828	1621.10	1655.40	-14.45	97.93	-2228.47	312.82	-2306.44	428.21	84.14	-44.25	61.58	655.10	1063.85	57.47	
911	12:04:04.821	1652.20	1767.33	-27.81	93.49	-2505.82	790.12	-2344.08	453.81	53.60	-44.54	--	--	--	0.00	
912	12:04:05.829	1648.60	1757.96	-23.19	93.78	-2499.37	738.52	-2351.27	460.15	55.59	-44.54	--	--	--	0.00	
913	12:04:06.818	1650.35	1760.55	-24.70	93.74	-2505.82	790.12	-2349.02	459.74	54.79	-44.54	--	--	--	0.00	
914	12:04:07.826	1643.22	1750.85	-18.80	93.85	-2447.77	796.57	-2355.00	464.17	56.78	-44.54	69.36	622.56	897.62	55.47	
915	12:04:08.818	1650.90	1767.96	-28.52	93.38	-2505.82	796.57	-2340.05	455.36	53.21	-44.54	--	--	--	0.00	
916	12:04:09.823	1653.67	1767.31	-29.70	93.57	-2499.37	796.57	-2343.23	456.04	52.02	-44.53	--	--	--	0.00	
917	12:04:10.832	1651.58	1765.46	-26.48	93.55	-2492.92	738.52	-2343.39	455.61	53.21	-44.54	--	--	--	0.00	
918	12:04:11.823	1640.39	1748.05	-17.11	93.84	-2492.92	738.52	-2356.37	464.29	58.36	-44.55	65.04	617.09	948.74	54.74	
919	12:04:12.831	1647.71	1755.19	-39.06	93.88	-2080.12	274.12	-2319.19	432.17	61.54	-44.45	--	--	--	0.00	
920	12:04:13.835	1644.80	1755.44	-20.22	93.70	-2505.82	790.12	-2350.58	463.77	56.38	-44.55	86.28	644.65	747.13	63.54	
921	12:04:14.827	1619.75	1732.38	-6.95	93.50	-2499.37	654.67	-2362.55	474.18	62.73	-44.54	54.29	612.37	1128.01	54.67	
922	12:04:15.820	1639.38	1747.98	-17.02	93.79	-2492.92	738.52	-2355.62	465.16	58.36	-44.55	65.12	617.65	948.45	55.15	
923	12:04:16.825	1638.51	1745.50	-16.42	93.87	-2492.92	738.52	-2358.63	467.26	59.16	-44.55	63.35	617.53	974.78	55.17	
924	12:04:17.817	1625.03	1735.40	-9.16	93.64	-2531.62	628.87	-2364.39	472.56	61.14	-44.54	54.90	613.03	1116.72	54.98	
925	12:04:18.814	1654.53	1771.45	-34.55	93.40	-1964.02	396.67	-2334.35	445.02	52.81	-44.51	--	--	--	0.00	
926	12:04:19.847	1648.94	1759.43	-24.71	93.72	-2505.82	757.87	-2352.46	459.62	55.19	-44.54	--	--	--	0.00	
927	12:04:20.814	1652.47	1769.77	-34.92	93.37	-1976.92	396.67	-2338.70	446.83	53.21	-44.51	--	--	--	0.00	
928	12:04:21.825	1654.32	1766.14	-30.80	93.67	-2505.82	796.57	-2346.48	453.46	52.02	-44.53	--	--	--	0.00	
929	12:04:22.817	1640.18	1702.30	-34.17	96.35	-2241.37	274.12	-2309.33	432.62	73.43	-44.34	71.28	672.21	943.09	57.61	
930	12:04:23.825	1653.74	1769.38	-35.87	93.46	-2086.57	222.52	-2336.35	445.74	52.81	-44.51	--	--	--	0.00	
931	12:04:24.823	1646.27	1753.27	-20.20	93.90	-2505.82	790.12	-2355.83	463.83	57.17	-44.55	77.10	628.86	815.61	56.62	
932	12:04:25.826	1646.85	1753.51	-21.94	93.92	-2447.77	796.57	-2355.37	462.69	55.59	-44.55	86.49	651.40	753.15	61.37	
933	12:04:26.828	1647.60	1754.88	-22.41	93.89	-2492.92	738.52	-2353.68	462.51	57.17	-44.55	94.31	648.32	687.47	83.49	
934	12:04:27.837	1632.75	1740.28	-13.25	93.82	-2531.62	628.87	-2362.59	468.85	59.95	-44.55	59.51	611.20	1026.98	54.82	
935	12:04:28.859	1646.29	1752.76	-20.91	93.93	-2505.82	790.12	-2358.30	463.73	56.38	-44.55	76.64	629.39	821.27	55.74	
936	12:04:29.850	1645.51	1752.73	-20.82	93.88	-2492.92	738.52	-2355.15	463.09	56.78	-44.55	78.29	629.93	804.60	57.12	
937	12:04:30.859	1645.97	1753.13	-21.33	93.89	-2505.82	790.12	-2356.27	463.33	56.38	-44.55	87.16	641.54	736.08	66.21	
938	12:04:31.850	1646.74	1754.83	-21.66	93.84	-2505.82	790.12	-2355.52	462.48	56.38	-44.55	88.57	643.37	726.42	65.18	
939	12:04:32.857	1644.72	1750.48	-20.21	93.96	-2447.77	796.57	-2358.82	464.30	56.78	-44.55	71.16	622.48	874.74	56.25	
940	12:04:33.847	1650.58	1760.95	-24.95	93.73	-2505.82	790.12	-2350.21	458.11	55.19	-44.55	--	--	--	0.00	
941	12:04:34.854	1645.57	1753.97	-20.81	93.82	-2486.47	738.52	-2355.05	460.71	55.98	-44.55	78.76	634.75	805.93	58.77	
942	12:04:35.848	1642.96	1749.36	-18.83	93.92	-2492.92	738.52	-2358.06	464.25	57.17	-44.55	67.61	620.41	917.64	55.88	
943	12:04:36.854	1642.28	1748.69	-18.42	93.91	-2492.92	738.52	-2358.82	464.21	57.97	-44.55	67.61	619.41	916.18	55.76	
944	12:04:37.859	1648.99	1757.82	-23.28	93.81	-2505.82	790.12	-2355.10	460.17	55.19	-44.55	--	--	--	0.00	
945	12:04:38.853	1642.41	1751.10	-18.72	93.79	-2492.92	738.52	-2357.42	465.22	57.57	-44.55	72.18	624.50	865.24	55.83	
946	12:04:39.845	1651.28	1768.04	-33.81	93.40	-1976.92	396.67	-2337.93	450.13	56.78	-44.48	--	--	--	0.00	
947	12:04:40.845	1655.95	1767.71	-29.27	93.68	-2505.82	790.12	-2345.10	452.17	52.81	-44.54	--	--	--	0.00	
948	12:04:41.848	1645.64	1750.14	-20.76	94.03	-2492.92	738.52	-2357.47	465.28	56.78	-44.55	76.99	629.34	817.44	56.36	
949	12:04:42.844	1590.16	1719.61	1.85	92.47	-2454.22	635.32	-2372.95	479.05	67.09	-44.52	48.79	611.92	1254.13	55.23	
950	12:04:43.858	1650.41	1757.63	-25.97	93.90	-2505.82	796.57	-2354.11	459.11	54.40	-44.55	--	--	--	0.00	
951	12:04:44.853	1651.78	1758.47	-24.69	93.93	-2505.82	790.12	-2354.09	460.04	55.19	-44.55	--	--	--	0.00	
952	12:04:45.844	1648.56	1755.21	-21.66	93.92	-2505.82	790.12	-2356.45	461.30	55.59	-44.55	86.70	650.48	750.23	58.27	
953	12:04:46.849	1643.12	1747.60	-18.30	94.02	-2492.92	738.52	-2359.14	465.81	58.36	-44.55	67.65	619.63	915.92	55.69	
954	12:04:47.856	1655.48	1767.78	-31.20	93.65	-2505.82	796.57	-2345.48	452.06	51.62	-44.53	--	--	--	0.00	
955	12:04:48.845	1655.70	1769.53	-34.64	93.57	-2086.57	222.52	-2339.19	446.13	51.23	-44.52	--	--	--	0.00	
956	12:04:49.851	1656.63	1769.51	-33.75	93.62	-1964.02	396.67	-2341.47	448.75	50.43	-44.52	--	--	--	0.00	
957	12:04:50.860	1654.34	1764.42	-29.71	93.76	-2505.82	796.57	-2348.22	454.87	52.42	-44.54	--	--	--	0.00	
958	12:04:51.880	1648.15	1754.61	-22.69	93.93	-2505.82	790.12	-2355.25	461.54	55.59	-44.55	89.70	651.95	726.82	66.28	
959	12:04:52.853	1651.38	1760.69	-26.44	93.79	-2505.82	790.12	-2351.57	458.51	54.00	-44.54	--	--	--	0.00	
960	12:04:53.861	1654.25	1768.10	-37.26	93.56	-1964.02	396.67	-2335.51	442.73	55.19	-44.50	--	--	--	0.00	
961	12:04:54.858	1650.13	1748.49	-39.46	94.37	-1964.02	396.67	-2320.83	435.35	63.52	-44.44	66.63	525.07	788.05	-28.06	
962	12:04:55.867	1654.52	1765.79	-29.43	93.70	-2505.82	796.57	-2346.69	455.00	53.21	-44.54	--	--	--	0.00	
963	12:04:56.862	1649.97	1752.96	-35.29	94.12	-1976.92	396.67	-2326.64	442.84	61.54	-44.44	--	--	--	0.00	
964	12:04:57.865	1651.53	1763.32	-26.62	93.66	-2505.82	790.12	-2346.29	462.11	54.40	-44.54	--	--	--	0.00	
965	12:04:58.872	1648.26	1754.48	-21.97	93.95	-2505.82	790.12	-2355.26	462.52	57.17	-44.55	88.52	643.61	727.06	65.43	
966	12:04:59.865	1655.34	1768.81	-32.16	93.59	-2512.27	796.57	-2345.19	451.06	50.83	-44.53	--	--	--	0.00	
967	12:05:00.871	1653.43	1764.04	-28.62	93.73	-2505.82	796.57	-2349.57	455.23	52.42	-44.55	--	--	--	0.00	
968	12:05:01.873	1654.62	1767.57	-36.56	93.61	-1957.57	403.12	-2330.63	443.99	55.98	-44.50	--	--	--	0.00	
969	12:05:02.872	1649.17	1755.87	-22.58	93.92	-2492.92	738.52	-2354.36	462.26	55.98	-44.56	88.89	650.34	731.63	64.79	
970	12:05:03.860	1652.68	1760.71	-25.51	93.86	-2505.82	796.57	-2351.51	459.29	55.19	-44.55	--	--	--	0.00	
971	12:05:04.868	1642.19	1725.39	-39.80	95.18	-2080.12	274.12	-2314.32	431.47	67.48	-44.39	83.88	686.31	818.22	58.07	
972	12:05:05.861	1652.16	1763.55	-36.65	93.68	-1976.92	396.67	-2332.80	444.51	57.97	-44.47	--	--	--	0.00	
973	12:05:06.867	1653.87	1771.32	-32.10	93.37	-2512.27	796.57	-2336.92	453.59	50.43	-44.53	--	--	--	0.00	
974	12:05:07.869	1651.00	1759.01	-25.32	93.86	-2505.82	790.12	-2351.74	461.64	55.19	-44.55	--	--	--	0.00	
975	12:05:08.857	1652.71	1760.14	-25.67	93.90	-2505.82	790.12	-2350.27	461.02	54.40	-44.55	--	--	--	0.00	
976	12:05:09.862	1650.61	1758.00	-24.14	93.89	-2512.27	796.57	-2353.26	461.64	54.79	-44.55	--	--	--	0.00	
977	12:05:10.867	1652.75	1763.28	-26.29	93.73	-2505.82	796.57	-2347.81	458.85	54.00	-44.55	--	--	--	0.00	
978	12:05:11.862	1650.50	1757.83	-23.74	93.89	-2492.92	738.52	-2352.24	461.35	55.19	-44.55	--	--	--	0.00	
979	12:05:12.866	1646.07	1736.84	-39.54	94.77	-2080.12	274.12	-2315.87	433.69	65.90	-44.41	94.90	693.64	730.90	59.25	
980	12:05:13.871	1652.69	1762.80	-26.52	93.75	-2492.92	738.52	-2349.70	457.80	54.40	-44.55	--	--	--	0.00	
981	12:05:14.884	1653.81	1764.76	-28.12	93.71	-2505.82	790.12	-2346.97	456.86	54.00	-44.54	--	--	--	0.00	
982	12:05:15.869	1656.73	1769.43	-32.76	93.63	-2525.17	803.02	-2342.79	450.07	49.64	-44.53	--	--	--	0.00	
983	12:05:16.859	1653.40	1767.23	-30.51	93.56	-2505.82	790.12	-2345.36	453.28	50.83	-44.54	--	--	--	0.00	
984	12:05:17.869	1654.13	1768.96	-34.25	93.51	-2086.57	222.52	-2341.73	446.98	50.04	-44.53	--	--	--	0.00	
985	12:05:18.862	1650.86	1756.30	-38.44	94.00	-1964.02	403.12	-2323.96	438.98	60.35	-44.46	--	--	--	0.00	
986	12:05:19.867	1655.23	1766.74	-29.75	93.69	-2505.82	790.12	-2344.54	455.97	53.60	-44.54	--	--	--	0.00	
987	12:05:20.858	1653.35	1760.09	-26.36	93.94	-2505.82	796.57	-2351.67	458.67	53.60	-44.55	--	--	--	0.00	
988	12:05:21.866	1649.17	1754.54	-21.83	93.99	-2505.82	790.12	-2355.87	462.64	56.38	-44.55	88.70	644.22	726.25	65.74	
989	12:05:22.858	1651.95	1758.35	-25.11	93.95	-2505.82	790.12	-2353.13	460.10	54.79	-44.55	--	--	--	0.00	
990	12:05:23.863	1650.90	1757.30	-24.34	93.94	-2492.92	738.52	-2353.91	460.08	55.19	-44.55	--	--	--	0.00	
991	12:05:24.859	1649.92	1756.68	-23.91	93.92	-2505.82	790.12	-2354.47	460.33	55.19	-44.55	--	--	--	0.00	
992	12:05:25.875	1651.96	1758.64	-25.67	93.93	-2512.27	796.57	-2352.23	459.67	54.00	-44.55	--	--	--	0.00	
993	12:05:26.856	1652.99	1760.74	-26.37	93.88	-2505.82	790.12	-2351.72	457.89	54.40	-44.55	--	--	--	0.00	
994	12:05:27.865	1652.31	1758.61	-25.11	93.96	-2492.92	738.52	-2352.74	460.38	54.40	-44.55	--	--	--	0.00	
995	12:05:28.859	1654.88	1765.18	-28.87	93.75	-2505.82	790.12	-2346.34	455.31	52.02	-44.55	--	--	--	0.00	
996	12:05:29.866	1654.22	1764.16	-28.05	93.77	-2499.37	796.57	-2347.50	455.99	52.42	-44.55	--	--	--	0.00	
997	12:05:30.857	1655.33	1767.00	-30.41	93.68	-2505.82	796.57	-2345.19	453.46	51.62	-44.54	--	--	--	0.00	
998	12:05:31.865	1652.61	1759.60	-25.55	93.92	-2505.82	790.12	-2351.72	458.65	54.00	-44.55	--	--	--	0.00	
999	12:05:32.859	1652.75	1760.40	-25.78	93.88	-2505.82	790.12	-2351.51	458.54	54.79	-44.55	--	--	--	0.00	
1000	12:05:33.888	1654.03	1761.95	-27.14	93.88	-2505.82	790.12	-2350.02	458.54	54.00	-44.55	--	--	--	0.00	
1001	12:05:34.858	1653.70	1762.49	-27.33	93.83	-2505.82	790.12	-2349.23	457.75	54.00	-44.55	--	--	--	0.00	
1002	12:05:35.867	1650.15	1758.39	-38.56	93.84	-2080.12	274.12	-2322.00	436.33	61.14	-44.46	--	--	--	0.00	
1003	12:05:36.862	1654.69	1767.27	-29.85	93.63	-2505.82	790.12	-2343.49	454.85	52.42	-44.54	--	--	--	0.00	
1004	12:05:37.888	1656.23	1770.38	-31.93	93.55	-1964.02	403.12	-2340.86	451.58	49.24	-44.53	--	--	--	0.00	
1005	12:05:38.869	1657.06	1767.67	-30.06	93.74	-2505.82	790.12	-2345.15	454.77	52.42	-44.54	--	--	--	0.00	
1006	12:05:39.860	1656.66	1769.84	-33.19	93.61	-2518.72	803.02	-2341.36	451.15	50.04	-44.53	--	--	--	0.00	
1007	12:05:40.869	1653.51	1762.10	-26.64	93.84	-2512.27	796.57	-2350.31	458.59	53.21	-44.55	--	--	--	0.00	
1008	12:05:41.860	1653.03	1761.29	-26.80	93.85	-2499.37	796.57	-2350.49	458.09	53.60	-44.55	--	--	--	0.00	
1009	12:05:42.865	1654.25	1767.86	-31.40	93.57	-2505.82	790.12	-2343.13	452.54	52.42	-44.54	--	--	--	0.00	
1010	12:05:43.869	1653.18	1763.47	-37.41	93.75	-1976.92	396.67	-2326.30	442.57	59.16	-44.48	--	--	--	0.00	
1011	12:05:44.860	1656.12	1768.14	-30.87	93.66	-2505.82	796.57	-2343.43	453.17	51.62	-44.54	--	--	--	0.00	
1012	12:05:45.870	1655.74	1765.25	-28.89	93.80	-2505.82	790.12	-2346.52	455.79	53.21	-44.55	--	--	--	0.00	
1013	12:05:46.858	1655.58	1767.37	-29.60	93.67	-2505.82	790.12	-2344.17	454.88	52.02	-44.54	--	--	--	0.00	
1014	12:05:47.865	1654.19	1764.44	-27.59	93.75	-2505.82	796.57	-2348.16	456.76	53.21	-44.55	--	--	--	0.00	
1015	12:05:48.857	1653.25	1762.41	-27.11	93.81	-2492.92	738.52	-2348.63	457.18	54.40	-44.55	--	--	--	0.00	
1016	12:05:49.868	1651.75	1759.21	-25.15	93.89	-2499.37	796.57	-2352.57	459.24	54.00	-44.55	--	--	--	0.00	
1017	12:05:50.864	1652.85	1760.18	-25.42	93.90	-2505.82	790.12	-2351.65	458.96	54.40	-44.55	--	--	--	0.00	
1018	12:05:51.857	1653.57	1763.55	-27.99	93.76	-2505.82	790.12	-2347.67	456.92	53.60	-44.55	--	--	--	0.00	
1019	12:05:52.862	1654.23	1764.35	-28.35	93.76	-2492.92	738.52	-2348.03	456.28	52.81	-44.55	--	--	--	0.00	
1020	12:05:53.868	1652.37	1759.82	-26.02	93.89	-2492.92	738.52	-2351.83	458.60	54.00	-44.55	--	--	--	0.00	
1021	12:05:54.860	1650.68	1758.77	-24.13	93.85	-2505.82	796.57	-2352.87	460.62	54.40	-44.55	--	--	--	0.00	
1022	12:05:55.863	1653.95	1763.95	-27.96	93.76	-2505.82	790.12	-2348.47	456.17	52.81	-44.55	--	--	--	0.00	
1023	12:05:56.871	1652.11	1762.47	-26.35	93.74	-2505.82	796.57	-2349.65	458.03	53.60	-44.55	--	--	--	0.00	
1024	12:05:57.862	1655.57	1767.88	-30.89	93.65	-2512.27	796.57	-2344.45	453.34	51.23	-44.54	--	--	--	0.00	
1025	12:05:58.868	1655.45	1768.12	-31.24	93.63	-2505.82	790.12	-2343.94	453.03	51.23	-44.54	--	--	--	0.00	
1026	12:05:59.856	1647.80	1755.94	-22.34	93.84	-2492.92	738.52	-2354.21	462.28	56.38	-44.55	--	--	--	0.00	
1027	12:06:00.861	1651.43	1760.68	-25.97	93.80	-2505.82	790.12	-2350.78	458.59	54.79	-44.55	--	--	--	0.00	
1028	12:06:01.865	1649.67	1756.17	-23.31	93.94	-2505.82	796.57	-2353.74	461.09	55.19	-44.55	--	--	--	0.00	
1029	12:06:02.857	1655.48	1767.89	-30.56	93.64	-2505.82	790.12	-2344.86	453.53	52.42	-44.54	--	--	--	0.00	
1030	12:06:03.858	1649.90	1757.71	-23.16	93.87	-2505.82	790.12	-2353.05	461.87	55.59	-44.55	--	--	--	0.00	
1031	12:06:04.862	1651.58	1760.57	-25.76	93.81	-2505.82	790.12	-2350.76	458.68	54.00	-44.55	--	--	--	0.00	
1032	12:06:05.859	1651.62	1760.74	-25.83	93.80	-2492.92	738.52	-2350.58	458.48	53.60	-44.55	--	--	--	0.00	
1033	12:06:06.857	1653.81	1763.85	-27.63	93.76	-2505.82	796.57	-2348.17	456.90	53.60	-44.55	--	--	--	0.00	
1034	12:06:07.856	1651.86	1761.90	-27.02	93.75	-2505.82	790.12	-2349.45	458.09	54.00	-44.55	--	--	--	0.00	
1035	12:06:08.867	1646.47	1752.47	-20.86	93.95	-2499.37	738.52	-2356.24	463.43	56.78	-44.56	85.67	643.30	750.90	62.12	
1036	12:06:09.860	1653.60	1765.44	-28.79	93.66	-2505.82	790.12	-2347.06	455.83	52.81	-44.54	--	--	--	0.00	
1037	12:06:10.868	1653.55	1765.31	-28.82	93.67	-2505.82	790.12	-2346.38	455.32	53.21	-44.55	--	--	--	0.00	
1038	12:06:11.861	1653.45	1764.18	-27.93	93.72	-2499.37	796.57	-2347.63	456.41	52.81	-44.55	--	--	--	0.00	
1039	12:06:12.871	1652.70	1764.25	-28.24	93.68	-2505.82	790.12	-2347.47	456.43	53.21	-44.55	--	--	--	0.00	
1040	12:06:13.854	1648.76	1756.52	-23.73	93.86	-2492.92	738.52	-2351.37	460.35	55.19	-44.56	--	--	--	0.00	
1041	12:06:14.881	1643.11	1750.62	-19.85	93.86	-2486.47	738.52	-2355.05	466.61	57.17	-44.56	74.71	624.67	836.17	55.97	
1042	12:06:15.854	1655.04	1771.49	-32.95	93.43	-2531.62	803.02	-2337.84	449.13	50.04	-44.53	--	--	--	0.00	
1043	12:06:16.861	1652.70	1763.70	-27.03	93.71	-2505.82	790.12	-2347.05	457.48	53.21	-44.55	--	--	--	0.00	
1044	12:06:17.865	1653.61	1769.81	-31.60	93.43	-2505.82	790.12	-2343.11	450.65	50.43	-44.53	--	--	--	0.00	
1045	12:06:18.855	1652.10	1763.69	-27.35	93.67	-2505.82	790.12	-2346.84	456.59	53.60	-44.55	--	--	--	0.00	
1046	12:06:19.861	1650.06	1763.07	-25.11	93.59	-2505.82	790.12	-2345.58	458.30	54.79	-44.55	--	--	--	0.00	
1047	12:06:20.880	1648.56	1757.43	-23.52	93.81	-2505.82	790.12	-2350.93	461.15	55.19	-44.55	--	--	--	0.00	
1048	12:06:21.859	1650.37	1762.33	-25.19	93.65	-2505.82	790.12	-2346.74	460.93	54.40	-44.55	--	--	--	0.00	
1049	12:06:22.868	1652.57	1763.89	-26.85	93.69	-2505.82	790.12	-2346.28	457.79	54.40	-44.55	--	--	--	0.00	
1050	12:06:23.902	1647.53	1755.83	-21.88	93.83	-2492.92	732.07	-2351.47	461.57	55.59	-44.56	74.80	635.35	849.35	55.47	
1051	12:06:24.868	1645.93	1754.03	-21.26	93.84	-2492.92	738.52	-2352.44	462.28	55.98	-44.56	74.06	632.43	853.94	56.21	
1052	12:06:25.856	1649.94	1757.68	-23.65	93.87	-2499.37	796.57	-2352.54	460.79	54.40	-44.55	--	--	--	0.00	
1053	12:06:26.871	1654.01	1766.23	-28.95	93.65	-2512.27	796.57	-2346.33	455.01	52.81	-44.54	--	--	--	0.00	
1054	12:06:27.854	1651.34	1760.68	-25.55	93.79	-2492.92	738.52	-2350.19	459.27	54.40	-44.55	--	--	--	0.00	
1055	12:06:28.855	1653.64	1766.29	-29.08	93.62	-2505.82	790.12	-2346.04	455.08	53.21	-44.54	--	--	--	0.00	
1056	12:06:29.873	1652.52	1767.20	-28.18	93.51	-2505.82	796.57	-2345.93	457.62	52.81	-44.54	--	--	--	0.00	
1057	12:06:30.869	1647.09	1755.00	-21.42	93.85	-2505.82	757.87	-2353.64	463.88	55.98	-44.55	84.84	643.61	758.63	63.34	
1058	12:06:31.864	1643.69	1749.60	-19.08	93.95	-2505.82	790.12	-2358.57	465.24	56.78	-44.55	68.59	620.64	904.86	55.25	
1059	12:06:32.855	1644.83	1750.60	-19.24	93.96	-2492.92	738.52	-2358.54	464.95	57.17	-44.55	69.38	622.10	896.68	55.19	
1060	12:06:33.865	1645.95	1752.49	-20.46	93.92	-2492.92	738.52	-2357.64	464.00	56.38	-44.55	73.62	623.61	847.10	54.93	
1061	12:06:34.861	1646.91	1753.24	-21.03	93.94	-2492.92	738.52	-2355.81	463.55	55.98	-44.55	76.73	635.55	828.32	55.89	
1062	12:06:35.854	1646.05	1751.91	-20.20	93.96	-2499.37	738.52	-2357.00	463.86	56.78	-44.55	85.14	641.94	753.98	61.16	
1063	12:06:36.865	1644.30	1749.68	-19.38	93.98	-2492.92	738.52	-2358.56	464.73	57.57	-44.55	69.58	622.03	893.96	55.29	
1064	12:06:37.854	1647.73	1753.60	-21.31	93.96	-2492.92	738.52	-2357.19	462.98	56.38	-44.55	87.92	641.42	729.59	64.10	
1065	12:06:38.862	1646.34	1751.95	-20.89	93.97	-2492.92	738.52	-2357.81	463.58	56.78	-44.56	75.48	627.15	830.92	54.81	
1066	12:06:39.854	1647.74	1753.97	-22.21	93.94	-2505.82	732.07	-2356.33	462.65	55.98	-44.55	87.68	648.53	739.66	62.15	
1067	12:06:40.868	1648.00	1754.85	-22.42	93.91	-2505.82	790.12	-2355.78	461.91	55.59	-44.56	88.69	650.00	732.87	63.48	
1068	12:06:41.859	1633.77	1741.62	-12.83	93.81	-2480.02	738.52	-2362.73	470.64	60.35	-44.55	60.10	611.34	1017.23	54.73	
1069	12:06:42.866	1645.70	1752.19	-20.52	93.92	-2492.92	738.52	-2357.18	464.66	57.57	-44.56	77.33	625.23	808.55	58.09	
1070	12:06:43.856	1646.97	1753.86	-21.26	93.91	-2492.92	738.52	-2356.37	463.69	55.98	-44.55	85.38	650.37	761.73	60.26	
1071	12:06:44.865	1617.83	1732.22	-5.98	93.40	-2499.37	667.57	-2367.90	474.49	62.33	-44.54	53.22	611.38	1148.78	54.89	
1072	12:06:45.856	1651.00	1758.44	-24.73	93.89	-2505.82	796.57	-2353.82	460.68	54.79	-44.55	--	--	--	0.00	
1073	12:06:46.863	1651.35	1760.12	-24.59	93.82	-2499.37	796.57	-2352.57	459.89	54.79	-44.55	--	--	--	0.00	
1074	12:06:47.862	1646.40	1753.25	-20.83	93.91	-2499.37	738.52	-2356.62	463.66	56.38	-44.55	88.08	645.75	733.16	62.20	
1075	12:06:48.863	1646.76	1753.04	-21.16	93.94	-2492.92	738.52	-2356.94	463.76	57.17	-44.56	88.10	642.03	728.74	64.20	
1076	12:06:49.853	1652.06	1762.36	-26.62	93.74	-2505.82	790.12	-2350.46	457.91	53.60	-44.55	--	--	--	0.00	
1077	12:06:50.872	1653.08	1762.98	-27.30	93.77	-2505.82	790.12	-2349.14	458.28	53.60	-44.55	--	--	--	0.00	
1078	12:06:51.853	1652.30	1761.74	-26.26	93.79	-2505.82	796.57	-2351.07	457.99	54.40	-44.55	--	--	--	0.00	
1079	12:06:52.864	1652.99	1769.36	-31.90	93.42	-2531.62	803.02	-2342.23	452.43	50.43	-44.53	--	--	--	0.00	
1080	12:06:53.894	1654.36	1771.38	-31.68	93.39	-2512.27	796.57	-2339.19	452.82	50.04	-44.53	--	--	--	0.00	
1081	12:06:54.862	1648.74	1756.98	-23.31	93.84	-2499.37	738.52	-2353.77	462.13	55.19	-44.56	--	--	--	0.00	
1082	12:06:55.851	1649.29	1757.06	-23.79	93.87	-2499.37	738.52	-2353.54	461.48	55.19	-44.56	95.13	656.14	689.71	-82.67	
1083	12:06:56.879	1640.26	1746.47	-17.27	93.92	-2499.37	738.52	-2360.09	466.79	57.97	-44.56	65.72	617.81	940.06	55.67	
1084	12:06:57.867	1644.97	1750.75	-19.91	93.96	-2492.92	738.52	-2358.31	464.30	57.57	-44.56	71.32	624.39	875.53	55.48	
1085	12:06:58.871	1647.92	1756.37	-22.64	93.83	-2505.82	790.12	-2353.50	463.27	55.59	-44.56	91.38	652.95	714.55	72.38	
1086	12:06:59.887	1650.92	1759.20	-25.08	93.84	-2505.82	790.12	-2351.67	461.78	55.59	-44.56	--	--	--	0.00	
1087	12:07:00.892	1652.46	1763.08	-27.16	93.73	-2505.82	790.12	-2348.99	458.01	54.00	-44.55	--	--	--	0.00	
1088	12:07:01.881	1652.26	1761.81	-26.96	93.78	-2505.82	790.12	-2350.76	458.09	52.81	-44.55	--	--	--	0.00	
1089	12:07:02.890	1652.46	1760.80	-25.87	93.85	-2512.27	796.57	-2352.13	458.39	53.60	-44.55	--	--	--	0.00	
1090	12:07:03.892	1649.88	1757.29	-23.88	93.89	-2492.92	738.52	-2354.22	462.16	54.79	-44.56	--	--	--	0.00	
1091	12:07:04.883	1650.17	1758.99	-24.82	93.81	-2505.82	790.12	-2352.54	460.85	54.79	-44.55	--	--	--	0.00	
1092	12:07:05.889	1651.30	1759.17	-24.94	93.87	-2505.82	790.12	-2353.61	460.86	54.79	-44.55	--	--	--	0.00	
1093	12:07:06.880	1654.17	1764.66	-28.99	93.74	-2505.82	790.12	-2349.80	456.85	52.81	-44.55	--	--	--	0.00	
1094	12:07:07.891	1652.41	1762.37	-27.16	93.76	-2505.82	790.12	-2348.96	458.50	54.40	-44.55	--	--	--	0.00	
1095	12:07:08.886	1647.02	1754.48	-21.30	93.88	-2505.82	790.12	-2355.81	465.25	56.38	-44.56	--	--	--	0.00	
